CollectionYearRange,Parent_Org_Code,Parent_Org_Name,Org_Code,Org_ONS_Code,Org_Name,Age_Band,Data_Notes,Indicator,Unit,Value
2016-17,D,Yorkshire and the Humber,00FA,E06000010,Kingston upon Hull,25-64,,Coverage_REGION,%,74.8892385998094
2016-17,D,Yorkshire and the Humber,00FA,E06000010,Kingston upon Hull,25-64,,Coverage_ENGLAND,%,72.0406038585471
2016-17,D,Yorkshire and the Humber,00FA,E06000010,Kingston upon Hull,25-64,,Coverage_LA,%,73.1484919138067
2016-17,D,Yorkshire and the Humber,00FA,E06000010,Kingston upon Hull,25-64,,Eligible_Population_LA,Number,67337
2016-17,D,Yorkshire and the Humber,00CZ,E08000034,Kirklees,25-64,,Coverage_ENGLAND,%,72.0406038585471
2016-17,D,Yorkshire and the Humber,00CZ,E08000034,Kirklees,25-64,,Coverage_REGION,%,74.8892385998094
2016-17,D,Yorkshire and the Humber,00CZ,E08000034,Kirklees,25-64,,Coverage_LA,%,75.6955241352819
2016-17,D,Yorkshire and the Humber,00CZ,E08000034,Kirklees,25-64,,Eligible_Population_LA,Number,109342
2016-17,D,Yorkshire and the Humber,00DA,E08000035,Leeds,25-64,,Coverage_ENGLAND,%,72.0406038585471
2016-17,D,Yorkshire and the Humber,00DA,E08000035,Leeds,25-64,,Coverage_REGION,%,74.8892385998094
2016-17,D,Yorkshire and the Humber,00DA,E08000035,Leeds,25-64,,Coverage_LA,%,73.9131272364752
2016-17,D,Yorkshire and the Humber,00DA,E08000035,Leeds,25-64,,Eligible_Population_LA,Number,207637
2016-17,D,Yorkshire and the Humber,00FC,E06000012,North East Lincolnshire,25-64,,Coverage_ENGLAND,%,72.0406038585471
2016-17,D,Yorkshire and the Humber,00FC,E06000012,North East Lincolnshire,25-64,,Coverage_REGION,%,74.8892385998094
2016-17,D,Yorkshire and the Humber,00FC,E06000012,North East Lincolnshire,25-64,,Coverage_LA,%,75.81545619023
2016-17,D,Yorkshire and the Humber,00FC,E06000012,North East Lincolnshire,25-64,,Eligible_Population_LA,Number,38690
2016-17,D,Yorkshire and the Humber,00FD,E06000013,North Lincolnshire,25-64,,Coverage_ENGLAND,%,72.0406038585471
2016-17,D,Yorkshire and the Humber,00FD,E06000013,North Lincolnshire,25-64,,Coverage_REGION,%,74.8892385998094
2016-17,D,Yorkshire and the Humber,00FD,E06000013,North Lincolnshire,25-64,,Coverage_LA,%,76.0240556467974
2016-17,D,Yorkshire and the Humber,00FD,E06000013,North Lincolnshire,25-64,,Eligible_Population_LA,Number,41404
2016-17,D,Yorkshire and the Humber,36,E10000023,North Yorkshire,25-64,,Coverage_ENGLAND,%,72.0406038585471
2016-17,D,Yorkshire and the Humber,36,E10000023,North Yorkshire,25-64,,Coverage_REGION,%,74.8892385998094
2016-17,D,Yorkshire and the Humber,36,E10000023,North Yorkshire,25-64,,Coverage_LA,%,78.0972758236851
2016-17,D,Yorkshire and the Humber,36,E10000023,North Yorkshire,25-64,,Eligible_Population_LA,Number,150027
2016-17,D,Yorkshire and the Humber,00CF,E08000018,Rotherham,25-64,,Coverage_ENGLAND,%,72.0406038585471
2016-17,D,Yorkshire and the Humber,00CF,E08000018,Rotherham,25-64,,Coverage_REGION,%,74.8892385998094
2016-17,D,Yorkshire and the Humber,00CF,E08000018,Rotherham,25-64,,Coverage_LA,%,76.3099320218974
2016-17,D,Yorkshire and the Humber,00CF,E08000018,Rotherham,25-64,,Eligible_Population_LA,Number,66492
2016-17,D,Yorkshire and the Humber,00CG,E08000019,Sheffield,25-64,,Coverage_ENGLAND,%,72.0406038585471
2016-17,D,Yorkshire and the Humber,00CG,E08000019,Sheffield,25-64,,Coverage_REGION,%,74.8892385998094
2016-17,D,Yorkshire and the Humber,00CG,E08000019,Sheffield,25-64,,Coverage_LA,%,73.3311884409801
2016-17,D,Yorkshire and the Humber,00CG,E08000019,Sheffield,25-64,,Eligible_Population_LA,Number,136759
2016-17,D,Yorkshire and the Humber,00DB,E08000036,Wakefield,25-64,,Coverage_ENGLAND,%,72.0406038585471
2016-17,D,Yorkshire and the Humber,00DB,E08000036,Wakefield,25-64,,Coverage_REGION,%,74.8892385998094
2016-17,D,Yorkshire and the Humber,00DB,E08000036,Wakefield,25-64,,Coverage_LA,%,74.1901233452311
2016-17,D,Yorkshire and the Humber,00DB,E08000036,Wakefield,25-64,,Eligible_Population_LA,Number,88532
2016-17,D,Yorkshire and the Humber,00FF,E06000014,York,25-64,,Coverage_ENGLAND,%,72.0406038585471
2016-17,D,Yorkshire and the Humber,00FF,E06000014,York,25-64,,Coverage_REGION,%,74.8892385998094
2016-17,D,Yorkshire and the Humber,00FF,E06000014,York,25-64,,Coverage_LA,%,73.0280145217341
2016-17,D,Yorkshire and the Humber,00FF,E06000014,York,25-64,,Eligible_Population_LA,Number,51509
2017-18,E,East Midlands,00FK,E06000015,Derby,25-64,,Coverage_REGION,%,74.4914387874538
2017-18,E,East Midlands,00FK,E06000015,Derby,25-64,,Eligible_Population_LA,Number,66745
2017-18,E,East Midlands,00FK,E06000015,Derby,25-64,,Coverage_LA,%,72.5942018128699
2017-18,E,East Midlands,00FK,E06000015,Derby,25-64,,Coverage_ENGLAND,%,71.4173830109408
2017-18,E,East Midlands,17,E10000007,Derbyshire,25-64,,Coverage_LA,%,78.258410511751
2017-18,E,East Midlands,17,E10000007,Derbyshire,25-64,,Coverage_REGION,%,74.4914387874538
2017-18,E,East Midlands,17,E10000007,Derbyshire,25-64,,Coverage_ENGLAND,%,71.4173830109408
2017-18,E,East Midlands,17,E10000007,Derbyshire,25-64,,Eligible_Population_LA,Number,198026
2017-18,E,East Midlands,00FN,E06000016,Leicester,25-64,,Coverage_LA,%,63.7182577615228
2017-18,E,East Midlands,00FN,E06000016,Leicester,25-64,,Eligible_Population_LA,Number,96244
2017-18,E,East Midlands,00FN,E06000016,Leicester,25-64,,Coverage_ENGLAND,%,71.4173830109408
2017-18,E,East Midlands,00FN,E06000016,Leicester,25-64,,Coverage_REGION,%,74.4914387874538
2017-18,E,East Midlands,31,E10000018,Leicestershire,25-64,,Coverage_ENGLAND,%,71.4173830109408
2017-18,E,East Midlands,31,E10000018,Leicestershire,25-64,,Eligible_Population_LA,Number,171699
2017-18,E,East Midlands,31,E10000018,Leicestershire,25-64,,Coverage_REGION,%,74.4914387874538
2017-18,E,East Midlands,31,E10000018,Leicestershire,25-64,,Coverage_LA,%,76.9602618535926
2017-18,E,East Midlands,32,E10000019,Lincolnshire,25-64,,Coverage_LA,%,74.8028848760913
2017-18,E,East Midlands,32,E10000019,Lincolnshire,25-64,,Eligible_Population_LA,Number,184410
2017-18,E,East Midlands,32,E10000019,Lincolnshire,25-64,,Coverage_ENGLAND,%,71.4173830109408
2017-18,E,East Midlands,32,E10000019,Lincolnshire,25-64,,Coverage_REGION,%,74.4914387874538
2017-18,E,East Midlands,34,E10000021,Northamptonshire,25-64,,Coverage_LA,%,72.3875546177504
2017-18,E,East Midlands,34,E10000021,Northamptonshire,25-64,,Eligible_Population_LA,Number,200942
2017-18,E,East Midlands,34,E10000021,Northamptonshire,25-64,,Coverage_ENGLAND,%,71.4173830109408
2017-18,E,East Midlands,34,E10000021,Northamptonshire,25-64,,Coverage_REGION,%,74.4914387874538
2017-18,E,East Midlands,00FY,E06000018,Nottingham,25-64,,Coverage_ENGLAND,%,71.4173830109408
2017-18,E,East Midlands,00FY,E06000018,Nottingham,25-64,,Coverage_LA,%,69.8073738342195
2017-18,E,East Midlands,00FY,E06000018,Nottingham,25-64,,Eligible_Population_LA,Number,80311
2017-18,E,East Midlands,00FY,E06000018,Nottingham,25-64,,Coverage_REGION,%,74.4914387874538
2017-18,E,East Midlands,37,E10000024,Nottinghamshire,25-64,,Coverage_LA,%,77.9217028404742
2017-18,E,East Midlands,37,E10000024,Nottinghamshire,25-64,,Coverage_REGION,%,74.4914387874538
2017-18,E,East Midlands,37,E10000024,Nottinghamshire,25-64,,Eligible_Population_LA,Number,207747
2017-18,E,East Midlands,37,E10000024,Nottinghamshire,25-64,,Coverage_ENGLAND,%,71.4173830109408
2017-18,E,East Midlands,00FP,E06000017,Rutland,25-64,,Coverage_REGION,%,74.4914387874538
2017-18,E,East Midlands,00FP,E06000017,Rutland,25-64,,Coverage_ENGLAND,%,71.4173830109408
2017-18,E,East Midlands,00FP,E06000017,Rutland,25-64,,Coverage_LA,%,77.0572144973786
2017-18,E,East Midlands,00FP,E06000017,Rutland,25-64,,Eligible_Population_LA,Number,8774
2017-18,G,East of England,00KB,E06000055,Bedford,25-64,,Eligible_Population_LA,Number,47569
2017-18,G,East of England,00KB,E06000055,Bedford,25-64,,Coverage_REGION,%,72.930430029498
2017-18,G,East of England,00KB,E06000055,Bedford,25-64,,Coverage_LA,%,71.0735983518678
2017-18,G,East of England,00KB,E06000055,Bedford,25-64,,Coverage_ENGLAND,%,71.4173830109408
2017-18,G,East of England,12,E10000003,Cambridgeshire,25-64,,Coverage_ENGLAND,%,71.4173830109408
2017-18,G,East of England,12,E10000003,Cambridgeshire,25-64,,Eligible_Population_LA,Number,179995
2017-18,G,East of England,12,E10000003,Cambridgeshire,25-64,,Coverage_REGION,%,72.930430029498
2017-18,G,East of England,12,E10000003,Cambridgeshire,25-64,,Coverage_LA,%,71.0253062585072
2017-18,G,East of England,00KC,E06000056,Central Bedfordshire,25-64,,Coverage_REGION,%,72.930430029498
2017-18,G,East of England,00KC,E06000056,Central Bedfordshire,25-64,,Coverage_LA,%,76.1258582472833
2017-18,G,East of England,00KC,E06000056,Central Bedfordshire,25-64,,Eligible_Population_LA,Number,73988
2017-18,G,East of England,00KC,E06000056,Central Bedfordshire,25-64,,Coverage_ENGLAND,%,71.4173830109408
2017-18,G,East of England,22,E10000012,Essex,25-64,,Coverage_ENGLAND,%,71.4173830109408
2017-18,G,East of England,22,E10000012,Essex,25-64,,Coverage_REGION,%,72.930430029498
2017-18,G,East of England,22,E10000012,Essex,25-64,,Coverage_LA,%,74.2884416051446
2017-18,G,East of England,22,E10000012,Essex,25-64,,Eligible_Population_LA,Number,378184
2017-18,G,East of England,26,E10000015,Hertfordshire,25-64,,Coverage_LA,%,73.7173767394184
2017-18,G,East of England,26,E10000015,Hertfordshire,25-64,,Eligible_Population_LA,Number,323887
2017-18,G,East of England,26,E10000015,Hertfordshire,25-64,,Coverage_REGION,%,72.930430029498
2017-18,G,East of England,26,E10000015,Hertfordshire,25-64,,Coverage_ENGLAND,%,71.4173830109408
2017-18,G,East of England,00KA,E06000032,Luton,25-64,,Coverage_REGION,%,72.930430029498
2017-18,G,East of England,00KA,E06000032,Luton,25-64,,Eligible_Population_LA,Number,59761
2017-18,G,East of England,00KA,E06000032,Luton,25-64,,Coverage_LA,%,64.2526062147554
2017-18,G,East of England,00KA,E06000032,Luton,25-64,,Coverage_ENGLAND,%,71.4173830109408
2017-18,G,East of England,00MG,E06000042,Milton Keynes,25-64,On 1st April 2015 the responsibility for Milton Keynes moved from the South East to the East of England region due to boundary changes within the Screening QA Service.,Coverage_REGION,%,72.930430029498
2017-18,G,East of England,00MG,E06000042,Milton Keynes,25-64,On 1st April 2015 the responsibility for Milton Keynes moved from the South East to the East of England region due to boundary changes within the Screening QA Service.,Coverage_LA,%,71.1804707485442
2017-18,G,East of England,00MG,E06000042,Milton Keynes,25-64,On 1st April 2015 the responsibility for Milton Keynes moved from the South East to the East of England region due to boundary changes within the Screening QA Service.,Coverage_ENGLAND,%,71.4173830109408
2017-18,G,East of England,00MG,E06000042,Milton Keynes,25-64,On 1st April 2015 the responsibility for Milton Keynes moved from the South East to the East of England region due to boundary changes within the Screening QA Service.,Eligible_Population_LA,Number,77791
2017-18,G,East of England,33,E10000020,Norfolk,25-64,,Coverage_LA,%,74.1140138855508
2017-18,G,East of England,33,E10000020,Norfolk,25-64,,Eligible_Population_LA,Number,220517
2017-18,G,East of England,33,E10000020,Norfolk,25-64,,Coverage_REGION,%,72.930430029498
2017-18,G,East of England,33,E10000020,Norfolk,25-64,,Coverage_ENGLAND,%,71.4173830109408
2017-18,G,East of England,00JA,E06000031,Peterborough,25-64,,Coverage_ENGLAND,%,71.4173830109408
2017-18,G,East of England,00JA,E06000031,Peterborough,25-64,,Coverage_LA,%,69.0760760088632
2017-18,G,East of England,00JA,E06000031,Peterborough,25-64,,Eligible_Population_LA,Number,59572
2017-18,G,East of England,00JA,E06000031,Peterborough,25-64,,Coverage_REGION,%,72.930430029498
2017-18,G,East of England,00KF,E06000033,Southend-on-Sea,25-64,,Coverage_ENGLAND,%,71.4173830109408
2017-18,G,East of England,00KF,E06000033,Southend-on-Sea,25-64,,Coverage_LA,%,70.5786232035865
2017-18,G,East of England,00KF,E06000033,Southend-on-Sea,25-64,,Coverage_REGION,%,72.930430029498
2017-18,G,East of England,00KF,E06000033,Southend-on-Sea,25-64,,Eligible_Population_LA,Number,47734
2017-18,G,East of England,42,E10000029,Suffolk,25-64,,Eligible_Population_LA,Number,183006
2017-18,G,East of England,42,E10000029,Suffolk,25-64,,Coverage_REGION,%,72.930430029498
2017-18,G,East of England,42,E10000029,Suffolk,25-64,,Coverage_ENGLAND,%,71.4173830109408
2017-18,G,East of England,42,E10000029,Suffolk,25-64,,Coverage_LA,%,74.1074063145471
2017-18,G,East of England,00KG,E06000034,Thurrock,25-64,,Coverage_REGION,%,72.930430029498
2017-18,G,East of England,00KG,E06000034,Thurrock,25-64,,Coverage_ENGLAND,%,71.4173830109408
2017-18,G,East of England,00KG,E06000034,Thurrock,25-64,,Coverage_LA,%,71.7621337997377
2017-18,G,East of England,00KG,E06000034,Thurrock,25-64,,Eligible_Population_LA,Number,45740
2017-18,H,London,00AB,E09000002,Barking and Dagenham,25-64,,Coverage_ENGLAND,%,71.4173830109408
2017-18,H,London,00AB,E09000002,Barking and Dagenham,25-64,,Coverage_REGION,%,64.7162357204813
2017-18,H,London,00AB,E09000002,Barking and Dagenham,25-64,,Coverage_LA,%,66.8307960544371
2017-18,H,London,00AB,E09000002,Barking and Dagenham,25-64,,Eligible_Population_LA,Number,61943
2017-18,H,London,00AC,E09000003,Barnet,25-64,,Coverage_REGION,%,64.7162357204813
2017-18,H,London,00AC,E09000003,Barnet,25-64,,Eligible_Population_LA,Number,119272
2017-18,H,London,00AC,E09000003,Barnet,25-64,,Coverage_ENGLAND,%,71.4173830109408
2017-18,H,London,00AC,E09000003,Barnet,25-64,,Coverage_LA,%,63.2495472533368
2017-18,H,London,00AD,E09000004,Bexley,25-64,,Coverage_ENGLAND,%,71.4173830109408
2017-18,H,London,00AD,E09000004,Bexley,25-64,,Coverage_REGION,%,64.7162357204813
2017-18,H,London,00AD,E09000004,Bexley,25-64,,Eligible_Population_LA,Number,66356
2017-18,H,London,00AD,E09000004,Bexley,25-64,,Coverage_LA,%,73.7883537283742
2017-18,H,London,00AE,E09000005,Brent,25-64,,Coverage_ENGLAND,%,71.4173830109408
2017-18,H,London,00AE,E09000005,Brent,25-64,,Coverage_LA,%,62.5975894945134
2017-18,H,London,00AE,E09000005,Brent,25-64,,Eligible_Population_LA,Number,111180
2017-18,H,London,00AE,E09000005,Brent,25-64,,Coverage_REGION,%,64.7162357204813
2017-18,H,London,00AF,E09000006,Bromley,25-64,,Coverage_ENGLAND,%,71.4173830109408
2017-18,H,London,00AF,E09000006,Bromley,25-64,,Coverage_REGION,%,64.7162357204813
2017-18,H,London,00AF,E09000006,Bromley,25-64,,Coverage_LA,%,72.8074655770499
2017-18,H,London,00AF,E09000006,Bromley,25-64,,Eligible_Population_LA,Number,93978
2017-18,H,London,00AG,E09000007,Camden,25-64,,Eligible_Population_LA,Number,81840
2017-18,H,London,00AG,E09000007,Camden,25-64,,Coverage_LA,%,55.0977517106548
2017-18,H,London,00AG,E09000007,Camden,25-64,,Coverage_REGION,%,64.7162357204813
2017-18,H,London,00AG,E09000007,Camden,25-64,,Coverage_ENGLAND,%,71.4173830109408
2017-18,H,London,00AH,E09000008,Croydon,25-64,,Coverage_REGION,%,64.7162357204813
2017-18,H,London,00AH,E09000008,Croydon,25-64,,Coverage_LA,%,69.5452544728007
2017-18,H,London,00AH,E09000008,Croydon,25-64,,Coverage_ENGLAND,%,71.4173830109408
2017-18,H,London,00AH,E09000008,Croydon,25-64,,Eligible_Population_LA,Number,115867
2017-18,H,London,00AJ,E09000009,Ealing,25-64,,Eligible_Population_LA,Number,117220
2017-18,H,London,00AJ,E09000009,Ealing,25-64,,Coverage_REGION,%,64.7162357204813
2017-18,H,London,00AJ,E09000009,Ealing,25-64,,Coverage_ENGLAND,%,71.4173830109408
2017-18,H,London,00AJ,E09000009,Ealing,25-64,,Coverage_LA,%,62.5319911277939
2017-18,H,London,00AK,E09000010,Enfield,25-64,,Coverage_ENGLAND,%,71.4173830109408
2017-18,H,London,00AK,E09000010,Enfield,25-64,,Coverage_LA,%,68.8097499848414
2017-18,H,London,00AK,E09000010,Enfield,25-64,,Eligible_Population_LA,Number,98954
2017-18,H,London,00AK,E09000010,Enfield,25-64,,Coverage_REGION,%,64.7162357204813
2017-18,H,London,00AL,E09000011,Greenwich,25-64,,Coverage_ENGLAND,%,71.4173830109408
2017-18,H,London,00AL,E09000011,Greenwich,25-64,,Coverage_REGION,%,64.7162357204813
2017-18,H,London,00AL,E09000011,Greenwich,25-64,,Coverage_LA,%,67.5039428518415
2017-18,H,London,00AL,E09000011,Greenwich,25-64,,Eligible_Population_LA,Number,86232
2017-18,H,London,00AM,E09000012,Hackney and City of London,25-64,Data for City of London have been combined with Hackney to ensure the data are non-disclosive.,Coverage_ENGLAND,%,71.4173830109408
2017-18,H,London,00AM,E09000012,Hackney and City of London,25-64,Data for City of London have been combined with Hackney to ensure the data are non-disclosive.,Coverage_REGION,%,64.7162357204813
2017-18,H,London,00AM,E09000012,Hackney and City of London,25-64,Data for City of London have been combined with Hackney to ensure the data are non-disclosive.,Coverage_LA,%,64.4974944320713
2017-18,H,London,00AM,E09000012,Hackney and City of London,25-64,Data for City of London have been combined with Hackney to ensure the data are non-disclosive.,Eligible_Population_LA,Number,100576
2017-18,H,London,00AN,E09000013,Hammersmith and Fulham,25-64,,Coverage_ENGLAND,%,71.4173830109408
2017-18,H,London,00AN,E09000013,Hammersmith and Fulham,25-64,,Coverage_REGION,%,64.7162357204813
2017-18,H,London,00AN,E09000013,Hammersmith and Fulham,25-64,,Coverage_LA,%,55.8069174173142
2017-18,H,London,00AN,E09000013,Hammersmith and Fulham,25-64,,Eligible_Population_LA,Number,72715
2017-18,H,London,00AP,E09000014,Haringey,25-64,,Coverage_ENGLAND,%,71.4173830109408
2017-18,H,London,00AP,E09000014,Haringey,25-64,,Coverage_REGION,%,64.7162357204813
2017-18,H,London,00AP,E09000014,Haringey,25-64,,Coverage_LA,%,65.2689724436633
2017-18,H,London,00AP,E09000014,Haringey,25-64,,Eligible_Population_LA,Number,95586
2017-18,H,London,00AQ,E09000015,Harrow,25-64,,Eligible_Population_LA,Number,76940
2017-18,H,London,00AQ,E09000015,Harrow,25-64,,Coverage_ENGLAND,%,71.4173830109408
2017-18,H,London,00AQ,E09000015,Harrow,25-64,,Coverage_REGION,%,64.7162357204813
2017-18,H,London,00AQ,E09000015,Harrow,25-64,,Coverage_LA,%,62.2667013257083
2017-18,H,London,00AR,E09000016,Havering,25-64,,Coverage_ENGLAND,%,71.4173830109408
2017-18,H,London,00AR,E09000016,Havering,25-64,,Coverage_REGION,%,64.7162357204813
2017-18,H,London,00AR,E09000016,Havering,25-64,,Coverage_LA,%,73.1193232026191
2017-18,H,London,00AR,E09000016,Havering,25-64,,Eligible_Population_LA,Number,69031
2017-18,H,London,00AS,E09000017,Hillingdon,25-64,,Coverage_ENGLAND,%,71.4173830109408
2017-18,H,London,00AS,E09000017,Hillingdon,25-64,,Coverage_REGION,%,64.7162357204813
2017-18,H,London,00AS,E09000017,Hillingdon,25-64,,Coverage_LA,%,66.6480557397262
2017-18,H,London,00AS,E09000017,Hillingdon,25-64,,Eligible_Population_LA,Number,85971
2017-18,H,London,00AT,E09000018,Hounslow,25-64,,Eligible_Population_LA,Number,90000
2017-18,H,London,00AT,E09000018,Hounslow,25-64,,Coverage_ENGLAND,%,71.4173830109408
2017-18,H,London,00AT,E09000018,Hounslow,25-64,,Coverage_REGION,%,64.7162357204813
2017-18,H,London,00AT,E09000018,Hounslow,25-64,,Coverage_LA,%,62.7333333333333
2017-18,H,London,00AU,E09000019,Islington,25-64,,Coverage_ENGLAND,%,71.4173830109408
2017-18,H,London,00AU,E09000019,Islington,25-64,,Coverage_REGION,%,64.7162357204813
2017-18,H,London,00AU,E09000019,Islington,25-64,,Coverage_LA,%,60.8895272179318
2017-18,H,London,00AU,E09000019,Islington,25-64,,Eligible_Population_LA,Number,84944
2017-18,H,London,00AW,E09000020,Kensington and Chelsea,25-64,,Eligible_Population_LA,Number,53254
2017-18,H,London,00AW,E09000020,Kensington and Chelsea,25-64,,Coverage_ENGLAND,%,71.4173830109408
2017-18,H,London,00AW,E09000020,Kensington and Chelsea,25-64,,Coverage_LA,%,51.5679573365381
2017-18,H,London,00AW,E09000020,Kensington and Chelsea,25-64,,Coverage_REGION,%,64.7162357204813
2017-18,H,London,00AX,E09000021,Kingston upon Thames,25-64,,Coverage_ENGLAND,%,71.4173830109408
2017-18,H,London,00AX,E09000021,Kingston upon Thames,25-64,,Coverage_REGION,%,64.7162357204813
2017-18,H,London,00AX,E09000021,Kingston upon Thames,25-64,,Eligible_Population_LA,Number,51404
2017-18,H,London,00AX,E09000021,Kingston upon Thames,25-64,,Coverage_LA,%,65.8723056571473
2017-18,H,London,00AY,E09000022,Lambeth,25-64,,Coverage_ENGLAND,%,71.4173830109408
2017-18,H,London,00AY,E09000022,Lambeth,25-64,,Coverage_REGION,%,64.7162357204813
2017-18,H,London,00AY,E09000022,Lambeth,25-64,,Coverage_LA,%,65.8798492429658
2017-18,H,London,00AY,E09000022,Lambeth,25-64,,Eligible_Population_LA,Number,123112
2017-18,H,London,00AZ,E09000023,Lewisham,25-64,,Coverage_ENGLAND,%,71.4173830109408
2017-18,H,London,00AZ,E09000023,Lewisham,25-64,,Coverage_REGION,%,64.7162357204813
2017-18,H,London,00AZ,E09000023,Lewisham,25-64,,Coverage_LA,%,68.4364727030758
2017-18,H,London,00AZ,E09000023,Lewisham,25-64,,Eligible_Population_LA,Number,100689
2017-18,H,London,00BA,E09000024,Merton,25-64,,Coverage_ENGLAND,%,71.4173830109408
2017-18,H,London,00BA,E09000024,Merton,25-64,,Coverage_REGION,%,64.7162357204813
2017-18,H,London,00BA,E09000024,Merton,25-64,,Coverage_LA,%,65.9844552236689
2017-18,H,London,00BA,E09000024,Merton,25-64,,Eligible_Population_LA,Number,70506
2017-18,H,London,00BB,E09000025,Newham,25-64,,Coverage_ENGLAND,%,71.4173830109408
2017-18,H,London,00BB,E09000025,Newham,25-64,,Coverage_REGION,%,64.7162357204813
2017-18,H,London,00BB,E09000025,Newham,25-64,,Coverage_LA,%,62.1897090251521
2017-18,H,London,00BB,E09000025,Newham,25-64,,Eligible_Population_LA,Number,109494
2017-18,H,London,00BC,E09000026,Redbridge,25-64,,Coverage_ENGLAND,%,71.4173830109408
2017-18,H,London,00BC,E09000026,Redbridge,25-64,,Coverage_REGION,%,64.7162357204813
2017-18,H,London,00BC,E09000026,Redbridge,25-64,,Coverage_LA,%,63.7873827886589
2017-18,H,London,00BC,E09000026,Redbridge,25-64,,Eligible_Population_LA,Number,90115
2017-18,H,London,00BD,E09000027,Richmond upon Thames,25-64,,Coverage_ENGLAND,%,71.4173830109408
2017-18,H,London,00BD,E09000027,Richmond upon Thames,25-64,,Coverage_REGION,%,64.7162357204813
2017-18,H,London,00BD,E09000027,Richmond upon Thames,25-64,,Coverage_LA,%,69.3895391190326
2017-18,H,London,00BD,E09000027,Richmond upon Thames,25-64,,Eligible_Population_LA,Number,61773
2017-18,H,London,00BE,E09000028,Southwark,25-64,,Coverage_ENGLAND,%,71.4173830109408
2017-18,H,London,00BE,E09000028,Southwark,25-64,,Coverage_REGION,%,64.7162357204813
2017-18,H,London,00BE,E09000028,Southwark,25-64,,Coverage_LA,%,65.2812854580725
2017-18,H,London,00BE,E09000028,Southwark,25-64,,Eligible_Population_LA,Number,109284
2017-18,H,London,00BF,E09000029,Sutton,25-64,,Coverage_ENGLAND,%,71.4173830109408
2017-18,H,London,00BF,E09000029,Sutton,25-64,,Coverage_REGION,%,64.7162357204813
2017-18,H,London,00BF,E09000029,Sutton,25-64,,Coverage_LA,%,72.5411447028865
2017-18,H,London,00BF,E09000029,Sutton,25-64,,Eligible_Population_LA,Number,58513
2017-18,H,London,00BG,E09000030,Tower Hamlets,25-64,,Coverage_ENGLAND,%,71.4173830109408
2017-18,H,London,00BG,E09000030,Tower Hamlets,25-64,,Coverage_REGION,%,64.7162357204813
2017-18,H,London,00BG,E09000030,Tower Hamlets,25-64,,Coverage_LA,%,59.6599051367444
2017-18,H,London,00BG,E09000030,Tower Hamlets,25-64,,Eligible_Population_LA,Number,99090
2017-18,H,London,00BH,E09000031,Waltham Forest,25-64,,Eligible_Population_LA,Number,89005
2017-18,H,London,00BH,E09000031,Waltham Forest,25-64,,Coverage_ENGLAND,%,71.4173830109408
2017-18,H,London,00BH,E09000031,Waltham Forest,25-64,,Coverage_REGION,%,64.7162357204813
2017-18,H,London,00BH,E09000031,Waltham Forest,25-64,,Coverage_LA,%,67.3737430481434
2017-18,H,London,00BJ,E09000032,Wandsworth,25-64,,Coverage_ENGLAND,%,71.4173830109408
2017-18,H,London,00BJ,E09000032,Wandsworth,25-64,,Coverage_REGION,%,64.7162357204813
2017-18,H,London,00BJ,E09000032,Wandsworth,25-64,,Coverage_LA,%,65.4156658928242
2017-18,H,London,00BJ,E09000032,Wandsworth,25-64,,Eligible_Population_LA,Number,124487
2017-18,H,London,00BK,E09000033,Westminster,25-64,,Coverage_ENGLAND,%,71.4173830109408
2017-18,H,London,00BK,E09000033,Westminster,25-64,,Coverage_REGION,%,64.7162357204813
2017-18,H,London,00BK,E09000033,Westminster,25-64,,Coverage_LA,%,52.9784488815647
2017-18,H,London,00BK,E09000033,Westminster,25-64,,Eligible_Population_LA,Number,78279
2017-18,A,North East,00EJ,E06000047,County Durham,25-64,,Coverage_LA,%,75.8742776216908
2017-18,A,North East,00EJ,E06000047,County Durham,25-64,,Coverage_REGION,%,74.1666125346199
2017-18,A,North East,00EJ,E06000047,County Durham,25-64,,Coverage_ENGLAND,%,71.4173830109408
2017-18,A,North East,00EJ,E06000047,County Durham,25-64,,Eligible_Population_LA,Number,131337
2017-18,A,North East,00EH,E06000005,Darlington,25-64,,Coverage_REGION,%,74.1666125346199
2017-18,A,North East,00EH,E06000005,Darlington,25-64,,Coverage_LA,%,74.7759988249119
2017-18,A,North East,00EH,E06000005,Darlington,25-64,,Coverage_ENGLAND,%,71.4173830109408
2017-18,A,North East,00EH,E06000005,Darlington,25-64,,Eligible_Population_LA,Number,27232
2017-18,A,North East,00CH,E08000037,Gateshead,25-64,,Coverage_LA,%,73.8869135039035
2017-18,A,North East,00CH,E08000037,Gateshead,25-64,,Coverage_ENGLAND,%,71.4173830109408
2017-18,A,North East,00CH,E08000037,Gateshead,25-64,,Eligible_Population_LA,Number,51748
2017-18,A,North East,00CH,E08000037,Gateshead,25-64,,Coverage_REGION,%,74.1666125346199
2017-18,A,North East,00EB,E06000001,Hartlepool,25-64,,Coverage_ENGLAND,%,71.4173830109408
2017-18,A,North East,00EB,E06000001,Hartlepool,25-64,,Coverage_REGION,%,74.1666125346199
2017-18,A,North East,00EB,E06000001,Hartlepool,25-64,,Eligible_Population_LA,Number,23503
2017-18,A,North East,00EB,E06000001,Hartlepool,25-64,,Coverage_LA,%,72.1524911713398
