Table_ref,Collection_Year,Parent_Org_Code,Parent_Org_Name,Org_Code,Org_Name,Clinic_Name,Unit,Indicator,Value
26b,2019-20,R3,Yorkshire and the Humber,RR8,Leeds Teaching Hospitals NHS Trust,Wharfedale Hospital,%,Diagnostic_biopsy_All_Ages,28.5714285714286000000
26b,2019-20,R3,Yorkshire and the Humber,RR8,Leeds Teaching Hospitals NHS Trust,Wharfedale Hospital,%,Excision_All_Ages,7.1428571428571400000
26b,2019-20,R3,Yorkshire and the Humber,RR8,Leeds Teaching Hospitals NHS Trust,Wharfedale Hospital,%,Ablation_without_biopsy_All_Ages,0.0000000000000000000
26b,2019-20,R3,Yorkshire and the Humber,RR8,Leeds Teaching Hospitals NHS Trust,Wharfedale Hospital,%,Ablation_with_biopsy_All_Ages,1.7857142857142900000
26b,2019-20,R3,Yorkshire and the Humber,RR8,Leeds Teaching Hospitals NHS Trust,Wharfedale Hospital,%,Other_All_Ages,17.8571428571429000000
26b,2019-20,R3,Yorkshire and the Humber,RR8,Leeds Teaching Hospitals NHS Trust,Wharfedale Hospital,%,Total_Biopsies_Informed_All_Ages,-3.0000000000000000000
26b,2019-20,R3,Yorkshire and the Humber,RR8,Leeds Teaching Hospitals NHS Trust,Wharfedale Hospital,%,Biopsy_informed_within8wks_All_Ages,100.0000000000000000000
26b,2019-20,R3,Yorkshire and the Humber,RR8,Leeds Teaching Hospitals NHS Trust,Wharfedale Hospital,Number,NonDiagBiop_Number_Cases_All_Ages,-3
26b,2019-20,R3,Yorkshire and the Humber,RR8,Leeds Teaching Hospitals NHS Trust,Wharfedale Hospital,%,NonDiagBiop_CINorWorse_All_Ages,40.0000000000000000000
26b,2019-20,R3,Yorkshire and the Humber,RWA,Hull University Teaching Hospitals NHS Trust,Hull Royal Infirmary,Number,All_referrals_All_Ages,1593
26b,2019-20,R3,Yorkshire and the Humber,RWA,Hull University Teaching Hospitals NHS Trust,Hull Royal Infirmary,%,No_procedure_All_Ages,36.0326428123038000000
26b,2019-20,R3,Yorkshire and the Humber,RWA,Hull University Teaching Hospitals NHS Trust,Hull Royal Infirmary,%,Procedure_used_All_Ages,63.9673571876962000000
26b,2019-20,R3,Yorkshire and the Humber,RWA,Hull University Teaching Hospitals NHS Trust,Hull Royal Infirmary,%,Diagnostic_biopsy_All_Ages,44.0677966101695000000
26b,2019-20,R3,Yorkshire and the Humber,RWA,Hull University Teaching Hospitals NHS Trust,Hull Royal Infirmary,%,Excision_All_Ages,14.3753923414940000000
26b,2019-20,R3,Yorkshire and the Humber,RWA,Hull University Teaching Hospitals NHS Trust,Hull Royal Infirmary,%,Ablation_without_biopsy_All_Ages,1.8204645323289400000
26b,2019-20,R3,Yorkshire and the Humber,RWA,Hull University Teaching Hospitals NHS Trust,Hull Royal Infirmary,%,Ablation_with_biopsy_All_Ages,0.0000000000000000000
26b,2019-20,R3,Yorkshire and the Humber,RWA,Hull University Teaching Hospitals NHS Trust,Hull Royal Infirmary,%,Other_All_Ages,3.7037037037037000000
26b,2019-20,R3,Yorkshire and the Humber,RWA,Hull University Teaching Hospitals NHS Trust,Hull Royal Infirmary,%,Total_Biopsies_Informed_All_Ages,-3.0000000000000000000
26b,2019-20,R3,Yorkshire and the Humber,RWA,Hull University Teaching Hospitals NHS Trust,Hull Royal Infirmary,%,Biopsy_informed_within8wks_All_Ages,90.8023483365949000000
26b,2019-20,R3,Yorkshire and the Humber,RWA,Hull University Teaching Hospitals NHS Trust,Hull Royal Infirmary,Number,NonDiagBiop_Number_Cases_All_Ages,-3
26b,2019-20,R3,Yorkshire and the Humber,RWA,Hull University Teaching Hospitals NHS Trust,Hull Royal Infirmary,%,NonDiagBiop_CINorWorse_All_Ages,75.0000000000000000000
26b,2019-20,R3,Yorkshire and the Humber,RWY,Calderdale and Huddersfield NHS Foundation Trust,Calderdale Royal Hospital,Number,All_referrals_All_Ages,665
26b,2019-20,R3,Yorkshire and the Humber,RWY,Calderdale and Huddersfield NHS Foundation Trust,Calderdale Royal Hospital,%,No_procedure_All_Ages,31.5789473684211000000
26b,2019-20,R3,Yorkshire and the Humber,RWY,Calderdale and Huddersfield NHS Foundation Trust,Calderdale Royal Hospital,%,Procedure_used_All_Ages,68.4210526315789000000
26b,2019-20,R3,Yorkshire and the Humber,RWY,Calderdale and Huddersfield NHS Foundation Trust,Calderdale Royal Hospital,%,Diagnostic_biopsy_All_Ages,47.2180451127820000000
26b,2019-20,R3,Yorkshire and the Humber,RWY,Calderdale and Huddersfield NHS Foundation Trust,Calderdale Royal Hospital,%,Excision_All_Ages,21.2030075187970000000
26b,2019-20,R3,Yorkshire and the Humber,RWY,Calderdale and Huddersfield NHS Foundation Trust,Calderdale Royal Hospital,%,Ablation_without_biopsy_All_Ages,0.0000000000000000000
26b,2019-20,R3,Yorkshire and the Humber,RWY,Calderdale and Huddersfield NHS Foundation Trust,Calderdale Royal Hospital,%,Ablation_with_biopsy_All_Ages,0.0000000000000000000
26b,2019-20,R3,Yorkshire and the Humber,RWY,Calderdale and Huddersfield NHS Foundation Trust,Calderdale Royal Hospital,%,Other_All_Ages,0.0000000000000000000
26b,2019-20,R3,Yorkshire and the Humber,RWY,Calderdale and Huddersfield NHS Foundation Trust,Calderdale Royal Hospital,%,Total_Biopsies_Informed_All_Ages,-3.0000000000000000000
26b,2019-20,R3,Yorkshire and the Humber,RWY,Calderdale and Huddersfield NHS Foundation Trust,Calderdale Royal Hospital,%,Biopsy_informed_within8wks_All_Ages,94.1176470588235000000
26b,2019-20,R3,Yorkshire and the Humber,RWY,Calderdale and Huddersfield NHS Foundation Trust,Calderdale Royal Hospital,Number,NonDiagBiop_Number_Cases_All_Ages,-3
26b,2019-20,R3,Yorkshire and the Humber,RWY,Calderdale and Huddersfield NHS Foundation Trust,Calderdale Royal Hospital,%,NonDiagBiop_CINorWorse_All_Ages,100.0000000000000000000
26b,2019-20,R3,Yorkshire and the Humber,RWY,Calderdale and Huddersfield NHS Foundation Trust,Huddersfield Royal Infirmary,Number,All_referrals_All_Ages,269
26b,2019-20,R3,Yorkshire and the Humber,RWY,Calderdale and Huddersfield NHS Foundation Trust,Huddersfield Royal Infirmary,%,No_procedure_All_Ages,45.3531598513011000000
26b,2019-20,R3,Yorkshire and the Humber,RWY,Calderdale and Huddersfield NHS Foundation Trust,Huddersfield Royal Infirmary,%,Procedure_used_All_Ages,54.6468401486989000000
26b,2019-20,R3,Yorkshire and the Humber,RWY,Calderdale and Huddersfield NHS Foundation Trust,Huddersfield Royal Infirmary,%,Diagnostic_biopsy_All_Ages,33.8289962825279000000
26b,2019-20,R3,Yorkshire and the Humber,RWY,Calderdale and Huddersfield NHS Foundation Trust,Huddersfield Royal Infirmary,%,Excision_All_Ages,20.8178438661710000000
26b,2019-20,R3,Yorkshire and the Humber,RWY,Calderdale and Huddersfield NHS Foundation Trust,Huddersfield Royal Infirmary,%,Ablation_without_biopsy_All_Ages,0.0000000000000000000
26b,2019-20,R3,Yorkshire and the Humber,RWY,Calderdale and Huddersfield NHS Foundation Trust,Huddersfield Royal Infirmary,%,Ablation_with_biopsy_All_Ages,0.0000000000000000000
26b,2019-20,R3,Yorkshire and the Humber,RWY,Calderdale and Huddersfield NHS Foundation Trust,Huddersfield Royal Infirmary,%,Other_All_Ages,0.0000000000000000000
26b,2019-20,R3,Yorkshire and the Humber,RWY,Calderdale and Huddersfield NHS Foundation Trust,Huddersfield Royal Infirmary,%,Total_Biopsies_Informed_All_Ages,-3.0000000000000000000
26b,2019-20,R3,Yorkshire and the Humber,RWY,Calderdale and Huddersfield NHS Foundation Trust,Huddersfield Royal Infirmary,%,Biopsy_informed_within8wks_All_Ages,92.5000000000000000000
26b,2019-20,R3,Yorkshire and the Humber,RWY,Calderdale and Huddersfield NHS Foundation Trust,Huddersfield Royal Infirmary,Number,NonDiagBiop_Number_Cases_All_Ages,-3
26b,2019-20,R3,Yorkshire and the Humber,RWY,Calderdale and Huddersfield NHS Foundation Trust,Huddersfield Royal Infirmary,%,NonDiagBiop_CINorWorse_All_Ages,90.0000000000000000000
26b,2019-20,R3,Yorkshire and the Humber,RXF,Mid Yorkshire Hospitals NHS Trust,Dewsbury and District Hospital,Number,All_referrals_All_Ages,740
26b,2019-20,R3,Yorkshire and the Humber,RXF,Mid Yorkshire Hospitals NHS Trust,Dewsbury and District Hospital,%,No_procedure_All_Ages,46.7567567567568000000
26b,2019-20,R3,Yorkshire and the Humber,RXF,Mid Yorkshire Hospitals NHS Trust,Dewsbury and District Hospital,%,Procedure_used_All_Ages,53.2432432432432000000
26b,2019-20,R3,Yorkshire and the Humber,RXF,Mid Yorkshire Hospitals NHS Trust,Dewsbury and District Hospital,%,Diagnostic_biopsy_All_Ages,38.1081081081081000000
26b,2019-20,R3,Yorkshire and the Humber,RXF,Mid Yorkshire Hospitals NHS Trust,Dewsbury and District Hospital,%,Excision_All_Ages,10.9459459459459000000
26b,2019-20,R3,Yorkshire and the Humber,RXF,Mid Yorkshire Hospitals NHS Trust,Dewsbury and District Hospital,%,Ablation_without_biopsy_All_Ages,0.5405405405405410000
26b,2019-20,R3,Yorkshire and the Humber,RXF,Mid Yorkshire Hospitals NHS Trust,Dewsbury and District Hospital,%,Ablation_with_biopsy_All_Ages,0.0000000000000000000
26b,2019-20,R3,Yorkshire and the Humber,RXF,Mid Yorkshire Hospitals NHS Trust,Dewsbury and District Hospital,%,Other_All_Ages,3.6486486486486500000
26b,2019-20,R3,Yorkshire and the Humber,RXF,Mid Yorkshire Hospitals NHS Trust,Dewsbury and District Hospital,%,Total_Biopsies_Informed_All_Ages,-3.0000000000000000000
26b,2019-20,R3,Yorkshire and the Humber,RXF,Mid Yorkshire Hospitals NHS Trust,Dewsbury and District Hospital,%,Biopsy_informed_within8wks_All_Ages,100.0000000000000000000
26b,2019-20,R3,Yorkshire and the Humber,RXF,Mid Yorkshire Hospitals NHS Trust,Dewsbury and District Hospital,Number,NonDiagBiop_Number_Cases_All_Ages,-3
26b,2019-20,R3,Yorkshire and the Humber,RXF,Mid Yorkshire Hospitals NHS Trust,Dewsbury and District Hospital,%,NonDiagBiop_CINorWorse_All_Ages,75.0000000000000000000
26b,2019-20,R3,Yorkshire and the Humber,RXF,Mid Yorkshire Hospitals NHS Trust,Pontefract Hospital,Number,All_referrals_All_Ages,1005
26b,2019-20,R3,Yorkshire and the Humber,RXF,Mid Yorkshire Hospitals NHS Trust,Pontefract Hospital,%,No_procedure_All_Ages,50.2487562189055000000
26b,2019-20,R3,Yorkshire and the Humber,RXF,Mid Yorkshire Hospitals NHS Trust,Pontefract Hospital,%,Procedure_used_All_Ages,49.7512437810945000000
26b,2019-20,R3,Yorkshire and the Humber,RXF,Mid Yorkshire Hospitals NHS Trust,Pontefract Hospital,%,Diagnostic_biopsy_All_Ages,36.2189054726368000000
26b,2019-20,R3,Yorkshire and the Humber,RXF,Mid Yorkshire Hospitals NHS Trust,Pontefract Hospital,%,Excision_All_Ages,10.3482587064677000000
26b,2019-20,R3,Yorkshire and the Humber,RXF,Mid Yorkshire Hospitals NHS Trust,Pontefract Hospital,%,Ablation_without_biopsy_All_Ages,0.0995024875621890000
26b,2019-20,R3,Yorkshire and the Humber,RXF,Mid Yorkshire Hospitals NHS Trust,Pontefract Hospital,%,Ablation_with_biopsy_All_Ages,0.0000000000000000000
26b,2019-20,R3,Yorkshire and the Humber,RXF,Mid Yorkshire Hospitals NHS Trust,Pontefract Hospital,%,Other_All_Ages,3.0845771144278600000
26b,2019-20,R3,Yorkshire and the Humber,RXF,Mid Yorkshire Hospitals NHS Trust,Pontefract Hospital,%,Total_Biopsies_Informed_All_Ages,-3.0000000000000000000
26b,2019-20,R3,Yorkshire and the Humber,RXF,Mid Yorkshire Hospitals NHS Trust,Pontefract Hospital,%,Biopsy_informed_within8wks_All_Ages,100.0000000000000000000
26b,2019-20,R3,Yorkshire and the Humber,RXF,Mid Yorkshire Hospitals NHS Trust,Pontefract Hospital,Number,NonDiagBiop_Number_Cases_All_Ages,-3
26b,2019-20,R3,Yorkshire and the Humber,RXF,Mid Yorkshire Hospitals NHS Trust,Pontefract Hospital,%,NonDiagBiop_CINorWorse_All_Ages,77.5000000000000000000
26b,2019-20,R4,East Midlands,RFS,Chesterfield Royal Hospital NHS Foundation Trust,Chesterfield Royal Hospital,Number,All_referrals_All_Ages,878
26b,2019-20,R4,East Midlands,RFS,Chesterfield Royal Hospital NHS Foundation Trust,Chesterfield Royal Hospital,%,No_procedure_All_Ages,55.9225512528474000000
26b,2019-20,R4,East Midlands,RFS,Chesterfield Royal Hospital NHS Foundation Trust,Chesterfield Royal Hospital,%,Procedure_used_All_Ages,44.0774487471526000000
26b,2019-20,R4,East Midlands,RFS,Chesterfield Royal Hospital NHS Foundation Trust,Chesterfield Royal Hospital,%,Diagnostic_biopsy_All_Ages,25.5125284738041000000
26b,2019-20,R4,East Midlands,RFS,Chesterfield Royal Hospital NHS Foundation Trust,Chesterfield Royal Hospital,%,Excision_All_Ages,18.1093394077449000000
26b,2019-20,R4,East Midlands,RFS,Chesterfield Royal Hospital NHS Foundation Trust,Chesterfield Royal Hospital,%,Ablation_without_biopsy_All_Ages,0.0000000000000000000
26b,2019-20,R4,East Midlands,RFS,Chesterfield Royal Hospital NHS Foundation Trust,Chesterfield Royal Hospital,%,Ablation_with_biopsy_All_Ages,0.0000000000000000000
26b,2019-20,R4,East Midlands,RFS,Chesterfield Royal Hospital NHS Foundation Trust,Chesterfield Royal Hospital,%,Other_All_Ages,0.4555808656036450000
26b,2019-20,R4,East Midlands,RFS,Chesterfield Royal Hospital NHS Foundation Trust,Chesterfield Royal Hospital,%,Total_Biopsies_Informed_All_Ages,-3.0000000000000000000
26b,2019-20,R4,East Midlands,RFS,Chesterfield Royal Hospital NHS Foundation Trust,Chesterfield Royal Hospital,%,Biopsy_informed_within8wks_All_Ages,100.0000000000000000000
26b,2019-20,R4,East Midlands,RFS,Chesterfield Royal Hospital NHS Foundation Trust,Chesterfield Royal Hospital,Number,NonDiagBiop_Number_Cases_All_Ages,-3
26b,2019-20,R4,East Midlands,RFS,Chesterfield Royal Hospital NHS Foundation Trust,Chesterfield Royal Hospital,%,NonDiagBiop_CINorWorse_All_Ages,90.0000000000000000000
26b,2019-20,R4,East Midlands,RK5,Sherwood Forest Hospitals NHS Foundation Trust,King's Mill Hospital,Number,All_referrals_All_Ages,872
26b,2019-20,R4,East Midlands,RK5,Sherwood Forest Hospitals NHS Foundation Trust,King's Mill Hospital,%,No_procedure_All_Ages,27.4082568807339000000
26b,2019-20,R4,East Midlands,RK5,Sherwood Forest Hospitals NHS Foundation Trust,King's Mill Hospital,%,Procedure_used_All_Ages,72.5917431192661000000
26b,2019-20,R4,East Midlands,RK5,Sherwood Forest Hospitals NHS Foundation Trust,King's Mill Hospital,%,Diagnostic_biopsy_All_Ages,62.3853211009174000000
26b,2019-20,R4,East Midlands,RK5,Sherwood Forest Hospitals NHS Foundation Trust,King's Mill Hospital,%,Excision_All_Ages,10.0917431192661000000
26b,2019-20,R4,East Midlands,RK5,Sherwood Forest Hospitals NHS Foundation Trust,King's Mill Hospital,%,Ablation_without_biopsy_All_Ages,0.0000000000000000000
26b,2019-20,R4,East Midlands,RK5,Sherwood Forest Hospitals NHS Foundation Trust,King's Mill Hospital,%,Ablation_with_biopsy_All_Ages,0.1146788990825690000
26b,2019-20,R4,East Midlands,RK5,Sherwood Forest Hospitals NHS Foundation Trust,King's Mill Hospital,%,Other_All_Ages,0.0000000000000000000
26b,2019-20,R4,East Midlands,RK5,Sherwood Forest Hospitals NHS Foundation Trust,King's Mill Hospital,%,Total_Biopsies_Informed_All_Ages,-3.0000000000000000000
26b,2019-20,R4,East Midlands,RK5,Sherwood Forest Hospitals NHS Foundation Trust,King's Mill Hospital,%,Biopsy_informed_within8wks_All_Ages,99.7326203208556000000
26b,2019-20,R4,East Midlands,RK5,Sherwood Forest Hospitals NHS Foundation Trust,King's Mill Hospital,Number,NonDiagBiop_Number_Cases_All_Ages,-3
26b,2019-20,R4,East Midlands,RK5,Sherwood Forest Hospitals NHS Foundation Trust,King's Mill Hospital,%,NonDiagBiop_CINorWorse_All_Ages,95.0000000000000000000
26b,2019-20,R4,East Midlands,RK5,Sherwood Forest Hospitals NHS Foundation Trust,Newark Hospital,Number,All_referrals_All_Ages,183
26b,2019-20,R4,East Midlands,RK5,Sherwood Forest Hospitals NHS Foundation Trust,Newark Hospital,%,No_procedure_All_Ages,24.0437158469945000000
26b,2019-20,R4,East Midlands,RK5,Sherwood Forest Hospitals NHS Foundation Trust,Newark Hospital,%,Procedure_used_All_Ages,75.9562841530055000000
26b,2019-20,R4,East Midlands,RK5,Sherwood Forest Hospitals NHS Foundation Trust,Newark Hospital,%,Diagnostic_biopsy_All_Ages,69.9453551912568000000
26b,2019-20,R4,East Midlands,RK5,Sherwood Forest Hospitals NHS Foundation Trust,Newark Hospital,%,Excision_All_Ages,6.0109289617486300000
26b,2019-20,R4,East Midlands,RK5,Sherwood Forest Hospitals NHS Foundation Trust,Newark Hospital,%,Ablation_without_biopsy_All_Ages,0.0000000000000000000
26b,2019-20,R4,East Midlands,RK5,Sherwood Forest Hospitals NHS Foundation Trust,Newark Hospital,%,Ablation_with_biopsy_All_Ages,0.0000000000000000000
26b,2019-20,R4,East Midlands,RK5,Sherwood Forest Hospitals NHS Foundation Trust,Newark Hospital,%,Other_All_Ages,0.0000000000000000000
26b,2019-20,R4,East Midlands,RK5,Sherwood Forest Hospitals NHS Foundation Trust,Newark Hospital,%,Total_Biopsies_Informed_All_Ages,-3.0000000000000000000
26b,2019-20,R4,East Midlands,RK5,Sherwood Forest Hospitals NHS Foundation Trust,Newark Hospital,%,Biopsy_informed_within8wks_All_Ages,100.0000000000000000000
26b,2019-20,R4,East Midlands,RK5,Sherwood Forest Hospitals NHS Foundation Trust,Newark Hospital,Number,NonDiagBiop_Number_Cases_All_Ages,-3
26b,2019-20,R4,East Midlands,RK5,Sherwood Forest Hospitals NHS Foundation Trust,Newark Hospital,%,NonDiagBiop_CINorWorse_All_Ages,95.0000000000000000000
26b,2019-20,R4,East Midlands,RNQ,Kettering General Hospital NHS Foundation Trust,Kettering General Hospital,Number,All_referrals_All_Ages,663
26b,2019-20,R4,East Midlands,RNQ,Kettering General Hospital NHS Foundation Trust,Kettering General Hospital,%,No_procedure_All_Ages,25.4901960784314000000
26b,2019-20,R4,East Midlands,RNQ,Kettering General Hospital NHS Foundation Trust,Kettering General Hospital,%,Procedure_used_All_Ages,74.5098039215686000000
26b,2019-20,R4,East Midlands,RNQ,Kettering General Hospital NHS Foundation Trust,Kettering General Hospital,%,Diagnostic_biopsy_All_Ages,52.7903469079940000000
26b,2019-20,R4,East Midlands,RNQ,Kettering General Hospital NHS Foundation Trust,Kettering General Hospital,%,Excision_All_Ages,20.0603318250377000000
26b,2019-20,R4,East Midlands,RNQ,Kettering General Hospital NHS Foundation Trust,Kettering General Hospital,%,Ablation_without_biopsy_All_Ages,0.6033182503770740000
26b,2019-20,R4,East Midlands,RNQ,Kettering General Hospital NHS Foundation Trust,Kettering General Hospital,%,Ablation_with_biopsy_All_Ages,0.0000000000000000000
26b,2019-20,R4,East Midlands,RNQ,Kettering General Hospital NHS Foundation Trust,Kettering General Hospital,%,Other_All_Ages,1.0558069381598800000
26b,2019-20,R4,East Midlands,RNQ,Kettering General Hospital NHS Foundation Trust,Kettering General Hospital,%,Total_Biopsies_Informed_All_Ages,-3.0000000000000000000
26b,2019-20,R4,East Midlands,RNQ,Kettering General Hospital NHS Foundation Trust,Kettering General Hospital,%,Biopsy_informed_within8wks_All_Ages,99.5594713656388000000
26b,2019-20,R4,East Midlands,RNQ,Kettering General Hospital NHS Foundation Trust,Kettering General Hospital,Number,NonDiagBiop_Number_Cases_All_Ages,-3
26b,2019-20,R4,East Midlands,RNQ,Kettering General Hospital NHS Foundation Trust,Kettering General Hospital,%,NonDiagBiop_CINorWorse_All_Ages,85.0000000000000000000
26b,2019-20,R4,East Midlands,RNS,Northampton General Hospital NHS Trust,Northampton General Hospital,Number,All_referrals_All_Ages,824
26b,2019-20,R4,East Midlands,RNS,Northampton General Hospital NHS Trust,Northampton General Hospital,%,No_procedure_All_Ages,34.2233009708738000000
26b,2019-20,R4,East Midlands,RNS,Northampton General Hospital NHS Trust,Northampton General Hospital,%,Procedure_used_All_Ages,65.7766990291262000000
26b,2019-20,R4,East Midlands,RNS,Northampton General Hospital NHS Trust,Northampton General Hospital,%,Diagnostic_biopsy_All_Ages,48.6650485436893000000
26b,2019-20,R4,East Midlands,RNS,Northampton General Hospital NHS Trust,Northampton General Hospital,%,Excision_All_Ages,14.0776699029126000000
26b,2019-20,R4,East Midlands,RNS,Northampton General Hospital NHS Trust,Northampton General Hospital,%,Ablation_without_biopsy_All_Ages,0.0000000000000000000
26b,2019-20,R4,East Midlands,RNS,Northampton General Hospital NHS Trust,Northampton General Hospital,%,Ablation_with_biopsy_All_Ages,0.0000000000000000000
26b,2019-20,R4,East Midlands,RNS,Northampton General Hospital NHS Trust,Northampton General Hospital,%,Other_All_Ages,3.0339805825242700000
26b,2019-20,R4,East Midlands,RNS,Northampton General Hospital NHS Trust,Northampton General Hospital,%,Total_Biopsies_Informed_All_Ages,-3.0000000000000000000
26b,2019-20,R4,East Midlands,RNS,Northampton General Hospital NHS Trust,Northampton General Hospital,%,Biopsy_informed_within8wks_All_Ages,99.2217898832685000000
26b,2019-20,R4,East Midlands,RNS,Northampton General Hospital NHS Trust,Northampton General Hospital,Number,NonDiagBiop_Number_Cases_All_Ages,-3
26b,2019-20,R4,East Midlands,RNS,Northampton General Hospital NHS Trust,Northampton General Hospital,%,NonDiagBiop_CINorWorse_All_Ages,72.5000000000000000000
26b,2019-20,R4,East Midlands,RTG,University Hospitals of Derby and Burton NHS Foundation Trust,Royal Derby Hospital,Number,All_referrals_All_Ages,2019
26b,2019-20,R4,East Midlands,RTG,University Hospitals of Derby and Burton NHS Foundation Trust,Royal Derby Hospital,%,No_procedure_All_Ages,16.4933135215453000000
26b,2019-20,R4,East Midlands,RTG,University Hospitals of Derby and Burton NHS Foundation Trust,Royal Derby Hospital,%,Procedure_used_All_Ages,83.5066864784547000000
26b,2019-20,R4,East Midlands,RTG,University Hospitals of Derby and Burton NHS Foundation Trust,Royal Derby Hospital,%,Diagnostic_biopsy_All_Ages,66.0723130262506000000
26b,2019-20,R4,East Midlands,RTG,University Hospitals of Derby and Burton NHS Foundation Trust,Royal Derby Hospital,%,Excision_All_Ages,10.7478949975235000000
26b,2019-20,R4,East Midlands,RTG,University Hospitals of Derby and Burton NHS Foundation Trust,Royal Derby Hospital,%,Ablation_without_biopsy_All_Ages,3.7147102526003000000
26b,2019-20,R4,East Midlands,RTG,University Hospitals of Derby and Burton NHS Foundation Trust,Royal Derby Hospital,%,Ablation_with_biopsy_All_Ages,0.0990589400693413000
26b,2019-20,R4,East Midlands,RTG,University Hospitals of Derby and Burton NHS Foundation Trust,Royal Derby Hospital,%,Other_All_Ages,2.8727092620109000000
26b,2019-20,R4,East Midlands,RTG,University Hospitals of Derby and Burton NHS Foundation Trust,Royal Derby Hospital,%,Total_Biopsies_Informed_All_Ages,-3.0000000000000000000
26b,2019-20,R4,East Midlands,RTG,University Hospitals of Derby and Burton NHS Foundation Trust,Royal Derby Hospital,%,Biopsy_informed_within8wks_All_Ages,99.3065187239945000000
26b,2019-20,R4,East Midlands,RTG,University Hospitals of Derby and Burton NHS Foundation Trust,Royal Derby Hospital,Number,NonDiagBiop_Number_Cases_All_Ages,-3
26b,2019-20,R4,East Midlands,RTG,University Hospitals of Derby and Burton NHS Foundation Trust,Royal Derby Hospital,%,NonDiagBiop_CINorWorse_All_Ages,85.0000000000000000000
26b,2019-20,R4,East Midlands,RWD,United Lincolnshire Hospitals NHS Trust,Grantham and District Hospital,Number,All_referrals_All_Ages,259
26b,2019-20,R4,East Midlands,RWD,United Lincolnshire Hospitals NHS Trust,Grantham and District Hospital,%,No_procedure_All_Ages,38.9961389961390000000
26b,2019-20,R4,East Midlands,RWD,United Lincolnshire Hospitals NHS Trust,Grantham and District Hospital,%,Procedure_used_All_Ages,61.0038610038610000000
26b,2019-20,R4,East Midlands,RWD,United Lincolnshire Hospitals NHS Trust,Grantham and District Hospital,%,Diagnostic_biopsy_All_Ages,49.8069498069498000000
26b,2019-20,R4,East Midlands,RWD,United Lincolnshire Hospitals NHS Trust,Grantham and District Hospital,%,Excision_All_Ages,9.2664092664092700000
26b,2019-20,R4,East Midlands,RWD,United Lincolnshire Hospitals NHS Trust,Grantham and District Hospital,%,Ablation_without_biopsy_All_Ages,0.3861003861003860000
26b,2019-20,R4,East Midlands,RWD,United Lincolnshire Hospitals NHS Trust,Grantham and District Hospital,%,Ablation_with_biopsy_All_Ages,0.0000000000000000000
26b,2019-20,R4,East Midlands,RWD,United Lincolnshire Hospitals NHS Trust,Grantham and District Hospital,%,Other_All_Ages,1.5444015444015400000
26b,2019-20,R4,East Midlands,RWD,United Lincolnshire Hospitals NHS Trust,Grantham and District Hospital,%,Total_Biopsies_Informed_All_Ages,-3.0000000000000000000
26b,2019-20,R4,East Midlands,RWD,United Lincolnshire Hospitals NHS Trust,Grantham and District Hospital,%,Biopsy_informed_within8wks_All_Ages,94.4444444444444000000
26b,2019-20,R4,East Midlands,RWD,United Lincolnshire Hospitals NHS Trust,Grantham and District Hospital,Number,NonDiagBiop_Number_Cases_All_Ages,-3
26b,2019-20,R4,East Midlands,RWD,United Lincolnshire Hospitals NHS Trust,Grantham and District Hospital,%,NonDiagBiop_CINorWorse_All_Ages,90.0000000000000000000
26b,2019-20,R4,East Midlands,RWD,United Lincolnshire Hospitals NHS Trust,Lincoln County Hospital,Number,All_referrals_All_Ages,828
26b,2019-20,R4,East Midlands,RWD,United Lincolnshire Hospitals NHS Trust,Lincoln County Hospital,%,No_procedure_All_Ages,44.5652173913043000000
26b,2019-20,R4,East Midlands,RWD,United Lincolnshire Hospitals NHS Trust,Lincoln County Hospital,%,Procedure_used_All_Ages,55.4347826086957000000
26b,2019-20,R4,East Midlands,RWD,United Lincolnshire Hospitals NHS Trust,Lincoln County Hospital,%,Diagnostic_biopsy_All_Ages,41.0628019323672000000
26b,2019-20,R4,East Midlands,RWD,United Lincolnshire Hospitals NHS Trust,Lincoln County Hospital,%,Excision_All_Ages,11.7149758454106000000
26b,2019-20,R4,East Midlands,RWD,United Lincolnshire Hospitals NHS Trust,Lincoln County Hospital,%,Ablation_without_biopsy_All_Ages,0.7246376811594200000
26b,2019-20,R4,East Midlands,RWD,United Lincolnshire Hospitals NHS Trust,Lincoln County Hospital,%,Ablation_with_biopsy_All_Ages,0.0000000000000000000
26b,2019-20,R4,East Midlands,RWD,United Lincolnshire Hospitals NHS Trust,Lincoln County Hospital,%,Other_All_Ages,1.9323671497584500000
26b,2019-20,R4,East Midlands,RWD,United Lincolnshire Hospitals NHS Trust,Lincoln County Hospital,%,Total_Biopsies_Informed_All_Ages,-3.0000000000000000000
26b,2019-20,R4,East Midlands,RWD,United Lincolnshire Hospitals NHS Trust,Lincoln County Hospital,%,Biopsy_informed_within8wks_All_Ages,97.6095617529880000000
26b,2019-20,R4,East Midlands,RWD,United Lincolnshire Hospitals NHS Trust,Lincoln County Hospital,Number,NonDiagBiop_Number_Cases_All_Ages,-3
26b,2019-20,R4,East Midlands,RWD,United Lincolnshire Hospitals NHS Trust,Lincoln County Hospital,%,NonDiagBiop_CINorWorse_All_Ages,82.5000000000000000000
26b,2019-20,R4,East Midlands,RWD,United Lincolnshire Hospitals NHS Trust,Pilgrim Hospital Boston,Number,All_referrals_All_Ages,570
