Table_ref,Collection_Year,Parent_Org_Code,Parent_Org_Name,Org_Code,Org_Name,Clinic_Name,Unit,Indicator,Value
26a,2019-20,R4,East Midlands,RWD,United Lincolnshire Hospitals NHS Trust,Pilgrim Hospital Boston,%,Sev_inv_dys_<2wks_wait_All_Ages,-2.0000000000000000000
26a,2019-20,R4,East Midlands,RWD,United Lincolnshire Hospitals NHS Trust,Pilgrim Hospital Boston,Number,Gland_neo_number_cases_All_Ages,5
26a,2019-20,R4,East Midlands,RWD,United Lincolnshire Hospitals NHS Trust,Pilgrim Hospital Boston,%,Gland_neo_<2wks_wait_All_Ages,100.0000000000000000000
26a,2019-20,R4,East Midlands,RWD,United Lincolnshire Hospitals NHS Trust,Pilgrim Hospital Boston,Number,Appointments_Colposcopy_All_Ages,1050
26a,2019-20,R4,East Midlands,RWD,United Lincolnshire Hospitals NHS Trust,Pilgrim Hospital Boston,%,Attended_Colposcopy_All_Ages,73.5238095238095000000
26a,2019-20,R4,East Midlands,RWD,United Lincolnshire Hospitals NHS Trust,Pilgrim Hospital Boston,%,DNA_Colposcopy_All_Ages,10.9523809523810000000
26a,2019-20,R4,East Midlands,RWE,University Hospitals of Leicester NHS Trust,Leicester General Hospital,Number,Total_referrals_All_Ages,527
26a,2019-20,R4,East Midlands,RWE,University Hospitals of Leicester NHS Trust,Leicester General Hospital,%,Clinical_Indication_All_Ages,3.0360531309297900000
26a,2019-20,R4,East Midlands,RWE,University Hospitals of Leicester NHS Trust,Leicester General Hospital,Number,Mod_sev_dys_number_cases_All_Ages,168
26a,2019-20,R4,East Midlands,RWE,University Hospitals of Leicester NHS Trust,Leicester General Hospital,%,Mod_sev_dys_<4wks_wait_All_Ages,100.0000000000000000000
26a,2019-20,R4,East Midlands,RWE,University Hospitals of Leicester NHS Trust,Leicester General Hospital,Number,Sev_Inv_dys_number_cases_All_Ages,1
26a,2019-20,R4,East Midlands,RWE,University Hospitals of Leicester NHS Trust,Leicester General Hospital,%,Sev_inv_dys_<2wks_wait_All_Ages,100.0000000000000000000
26a,2019-20,R4,East Midlands,RWE,University Hospitals of Leicester NHS Trust,Leicester General Hospital,Number,Gland_neo_number_cases_All_Ages,8
26a,2019-20,R4,East Midlands,RWE,University Hospitals of Leicester NHS Trust,Leicester General Hospital,%,Gland_neo_<2wks_wait_All_Ages,100.0000000000000000000
26a,2019-20,R4,East Midlands,RWE,University Hospitals of Leicester NHS Trust,Leicester General Hospital,Number,Appointments_Colposcopy_All_Ages,1538
26a,2019-20,R4,East Midlands,RWE,University Hospitals of Leicester NHS Trust,Leicester General Hospital,%,Attended_Colposcopy_All_Ages,79.9739921976593000000
26a,2019-20,R4,East Midlands,RWE,University Hospitals of Leicester NHS Trust,Leicester General Hospital,%,DNA_Colposcopy_All_Ages,8.4525357607282200000
26a,2019-20,R4,East Midlands,RWE,University Hospitals of Leicester NHS Trust,Leicester Royal Infirmary,Number,Total_referrals_All_Ages,1047
26a,2019-20,R4,East Midlands,RWE,University Hospitals of Leicester NHS Trust,Leicester Royal Infirmary,%,Clinical_Indication_All_Ages,4.2024832855778400000
26a,2019-20,R4,East Midlands,RWE,University Hospitals of Leicester NHS Trust,Leicester Royal Infirmary,Number,Mod_sev_dys_number_cases_All_Ages,217
26a,2019-20,R4,East Midlands,RWE,University Hospitals of Leicester NHS Trust,Leicester Royal Infirmary,%,Mod_sev_dys_<4wks_wait_All_Ages,100.0000000000000000000
26a,2019-20,R4,East Midlands,RWE,University Hospitals of Leicester NHS Trust,Leicester Royal Infirmary,Number,Sev_Inv_dys_number_cases_All_Ages,5
26a,2019-20,R4,East Midlands,RWE,University Hospitals of Leicester NHS Trust,Leicester Royal Infirmary,%,Sev_inv_dys_<2wks_wait_All_Ages,100.0000000000000000000
26a,2019-20,R4,East Midlands,RWE,University Hospitals of Leicester NHS Trust,Leicester Royal Infirmary,Number,Gland_neo_number_cases_All_Ages,15
26a,2019-20,R4,East Midlands,RWE,University Hospitals of Leicester NHS Trust,Leicester Royal Infirmary,%,Gland_neo_<2wks_wait_All_Ages,93.3333333333333000000
26a,2019-20,R4,East Midlands,RWE,University Hospitals of Leicester NHS Trust,Leicester Royal Infirmary,Number,Appointments_Colposcopy_All_Ages,2271
26a,2019-20,R4,East Midlands,RWE,University Hospitals of Leicester NHS Trust,Leicester Royal Infirmary,%,Attended_Colposcopy_All_Ages,79.1281373844122000000
26a,2019-20,R4,East Midlands,RWE,University Hospitals of Leicester NHS Trust,Leicester Royal Infirmary,%,DNA_Colposcopy_All_Ages,11.4927344782034000000
26a,2019-20,R4,East Midlands,RX1,Nottingham University Hospitals NHS Trust,Circle Nottingham NHS Treatment Centre,Number,Total_referrals_All_Ages,1374
26a,2019-20,R4,East Midlands,RX1,Nottingham University Hospitals NHS Trust,Circle Nottingham NHS Treatment Centre,%,Clinical_Indication_All_Ages,29.5487627365357000000
26a,2019-20,R4,East Midlands,RX1,Nottingham University Hospitals NHS Trust,Circle Nottingham NHS Treatment Centre,Number,Mod_sev_dys_number_cases_All_Ages,232
26a,2019-20,R4,East Midlands,RX1,Nottingham University Hospitals NHS Trust,Circle Nottingham NHS Treatment Centre,%,Mod_sev_dys_<4wks_wait_All_Ages,98.7068965517241000000
26a,2019-20,R4,East Midlands,RX1,Nottingham University Hospitals NHS Trust,Circle Nottingham NHS Treatment Centre,Number,Sev_Inv_dys_number_cases_All_Ages,0
26a,2019-20,R4,East Midlands,RX1,Nottingham University Hospitals NHS Trust,Circle Nottingham NHS Treatment Centre,%,Sev_inv_dys_<2wks_wait_All_Ages,-2.0000000000000000000
26a,2019-20,R4,East Midlands,RX1,Nottingham University Hospitals NHS Trust,Circle Nottingham NHS Treatment Centre,Number,Gland_neo_number_cases_All_Ages,7
26a,2019-20,R4,East Midlands,RX1,Nottingham University Hospitals NHS Trust,Circle Nottingham NHS Treatment Centre,%,Gland_neo_<2wks_wait_All_Ages,100.0000000000000000000
26a,2019-20,R4,East Midlands,RX1,Nottingham University Hospitals NHS Trust,Circle Nottingham NHS Treatment Centre,Number,Appointments_Colposcopy_All_Ages,3066
26a,2019-20,R4,East Midlands,RX1,Nottingham University Hospitals NHS Trust,Circle Nottingham NHS Treatment Centre,%,Attended_Colposcopy_All_Ages,68.3626875407697000000
26a,2019-20,R4,East Midlands,RX1,Nottingham University Hospitals NHS Trust,Circle Nottingham NHS Treatment Centre,%,DNA_Colposcopy_All_Ages,4.7619047619047600000
26a,2019-20,R4,East Midlands,RX1,Nottingham University Hospitals NHS Trust,Nottingham City Hospital,Number,Total_referrals_All_Ages,949
26a,2019-20,R4,East Midlands,RX1,Nottingham University Hospitals NHS Trust,Nottingham City Hospital,%,Clinical_Indication_All_Ages,21.4963119072708000000
26a,2019-20,R4,East Midlands,RX1,Nottingham University Hospitals NHS Trust,Nottingham City Hospital,Number,Mod_sev_dys_number_cases_All_Ages,197
26a,2019-20,R4,East Midlands,RX1,Nottingham University Hospitals NHS Trust,Nottingham City Hospital,%,Mod_sev_dys_<4wks_wait_All_Ages,100.0000000000000000000
26a,2019-20,R4,East Midlands,RX1,Nottingham University Hospitals NHS Trust,Nottingham City Hospital,Number,Sev_Inv_dys_number_cases_All_Ages,4
26a,2019-20,R4,East Midlands,RX1,Nottingham University Hospitals NHS Trust,Nottingham City Hospital,%,Sev_inv_dys_<2wks_wait_All_Ages,100.0000000000000000000
26a,2019-20,R4,East Midlands,RX1,Nottingham University Hospitals NHS Trust,Nottingham City Hospital,Number,Gland_neo_number_cases_All_Ages,9
26a,2019-20,R4,East Midlands,RX1,Nottingham University Hospitals NHS Trust,Nottingham City Hospital,%,Gland_neo_<2wks_wait_All_Ages,88.8888888888889000000
26a,2019-20,R4,East Midlands,RX1,Nottingham University Hospitals NHS Trust,Nottingham City Hospital,Number,Appointments_Colposcopy_All_Ages,2595
26a,2019-20,R4,East Midlands,RX1,Nottingham University Hospitals NHS Trust,Nottingham City Hospital,%,Attended_Colposcopy_All_Ages,78.6897880539499000000
26a,2019-20,R4,East Midlands,RX1,Nottingham University Hospitals NHS Trust,Nottingham City Hospital,%,DNA_Colposcopy_All_Ages,10.6358381502890000000
26a,2019-20,R4,East Midlands,RY8,Derbyshire Community Health Services NHS Foundation Trust,Buxton Medical Centre,Number,Total_referrals_All_Ages,216
26a,2019-20,R4,East Midlands,RY8,Derbyshire Community Health Services NHS Foundation Trust,Buxton Medical Centre,%,Clinical_Indication_All_Ages,24.5370370370370000000
26a,2019-20,R4,East Midlands,RY8,Derbyshire Community Health Services NHS Foundation Trust,Buxton Medical Centre,Number,Mod_sev_dys_number_cases_All_Ages,31
26a,2019-20,R4,East Midlands,RY8,Derbyshire Community Health Services NHS Foundation Trust,Buxton Medical Centre,%,Mod_sev_dys_<4wks_wait_All_Ages,100.0000000000000000000
26a,2019-20,R4,East Midlands,RY8,Derbyshire Community Health Services NHS Foundation Trust,Buxton Medical Centre,Number,Sev_Inv_dys_number_cases_All_Ages,0
26a,2019-20,R4,East Midlands,RY8,Derbyshire Community Health Services NHS Foundation Trust,Buxton Medical Centre,%,Sev_inv_dys_<2wks_wait_All_Ages,-2.0000000000000000000
26a,2019-20,R4,East Midlands,RY8,Derbyshire Community Health Services NHS Foundation Trust,Buxton Medical Centre,Number,Gland_neo_number_cases_All_Ages,0
26a,2019-20,R4,East Midlands,RY8,Derbyshire Community Health Services NHS Foundation Trust,Buxton Medical Centre,%,Gland_neo_<2wks_wait_All_Ages,-2.0000000000000000000
26a,2019-20,R4,East Midlands,RY8,Derbyshire Community Health Services NHS Foundation Trust,Buxton Medical Centre,Number,Appointments_Colposcopy_All_Ages,507
26a,2019-20,R4,East Midlands,RY8,Derbyshire Community Health Services NHS Foundation Trust,Buxton Medical Centre,%,Attended_Colposcopy_All_Ages,70.6114398422091000000
26a,2019-20,R4,East Midlands,RY8,Derbyshire Community Health Services NHS Foundation Trust,Buxton Medical Centre,%,DNA_Colposcopy_All_Ages,6.3116370808678500000
26a,2019-20,R4,East Midlands,RY8,Derbyshire Community Health Services NHS Foundation Trust,Ilkeston Community Hospital,Number,Total_referrals_All_Ages,169
26a,2019-20,R4,East Midlands,RY8,Derbyshire Community Health Services NHS Foundation Trust,Ilkeston Community Hospital,%,Clinical_Indication_All_Ages,31.3609467455621000000
26a,2019-20,R4,East Midlands,RY8,Derbyshire Community Health Services NHS Foundation Trust,Ilkeston Community Hospital,Number,Mod_sev_dys_number_cases_All_Ages,27
26a,2019-20,R4,East Midlands,RY8,Derbyshire Community Health Services NHS Foundation Trust,Ilkeston Community Hospital,%,Mod_sev_dys_<4wks_wait_All_Ages,100.0000000000000000000
26a,2019-20,R4,East Midlands,RY8,Derbyshire Community Health Services NHS Foundation Trust,Ilkeston Community Hospital,Number,Sev_Inv_dys_number_cases_All_Ages,1
26a,2019-20,R4,East Midlands,RY8,Derbyshire Community Health Services NHS Foundation Trust,Ilkeston Community Hospital,%,Sev_inv_dys_<2wks_wait_All_Ages,100.0000000000000000000
26a,2019-20,R4,East Midlands,RY8,Derbyshire Community Health Services NHS Foundation Trust,Ilkeston Community Hospital,Number,Gland_neo_number_cases_All_Ages,0
26a,2019-20,R4,East Midlands,RY8,Derbyshire Community Health Services NHS Foundation Trust,Ilkeston Community Hospital,%,Gland_neo_<2wks_wait_All_Ages,-2.0000000000000000000
26a,2019-20,R4,East Midlands,RY8,Derbyshire Community Health Services NHS Foundation Trust,Ilkeston Community Hospital,Number,Appointments_Colposcopy_All_Ages,364
26a,2019-20,R4,East Midlands,RY8,Derbyshire Community Health Services NHS Foundation Trust,Ilkeston Community Hospital,%,Attended_Colposcopy_All_Ages,75.8241758241758000000
26a,2019-20,R4,East Midlands,RY8,Derbyshire Community Health Services NHS Foundation Trust,Ilkeston Community Hospital,%,DNA_Colposcopy_All_Ages,6.5934065934065900000
26a,2019-20,R5,West Midlands,RBK,Walsall Healthcare NHS Trust,Walsall Manor Hospital,Number,Total_referrals_All_Ages,607
26a,2019-20,R5,West Midlands,RBK,Walsall Healthcare NHS Trust,Walsall Manor Hospital,%,Clinical_Indication_All_Ages,17.1334431630972000000
26a,2019-20,R5,West Midlands,RBK,Walsall Healthcare NHS Trust,Walsall Manor Hospital,Number,Mod_sev_dys_number_cases_All_Ages,114
26a,2019-20,R5,West Midlands,RBK,Walsall Healthcare NHS Trust,Walsall Manor Hospital,%,Mod_sev_dys_<4wks_wait_All_Ages,100.0000000000000000000
26a,2019-20,R5,West Midlands,RBK,Walsall Healthcare NHS Trust,Walsall Manor Hospital,Number,Sev_Inv_dys_number_cases_All_Ages,2
26a,2019-20,R5,West Midlands,RBK,Walsall Healthcare NHS Trust,Walsall Manor Hospital,%,Sev_inv_dys_<2wks_wait_All_Ages,100.0000000000000000000
26a,2019-20,R5,West Midlands,RBK,Walsall Healthcare NHS Trust,Walsall Manor Hospital,Number,Gland_neo_number_cases_All_Ages,3
26a,2019-20,R5,West Midlands,RBK,Walsall Healthcare NHS Trust,Walsall Manor Hospital,%,Gland_neo_<2wks_wait_All_Ages,100.0000000000000000000
26a,2019-20,R5,West Midlands,RBK,Walsall Healthcare NHS Trust,Walsall Manor Hospital,Number,Appointments_Colposcopy_All_Ages,1045
26a,2019-20,R5,West Midlands,RBK,Walsall Healthcare NHS Trust,Walsall Manor Hospital,%,Attended_Colposcopy_All_Ages,79.0430622009569000000
26a,2019-20,R5,West Midlands,RBK,Walsall Healthcare NHS Trust,Walsall Manor Hospital,%,DNA_Colposcopy_All_Ages,9.2822966507177000000
26a,2019-20,R5,West Midlands,RJC,South Warwickshire NHS Foundation Trust,Warwick Hospital,Number,Total_referrals_All_Ages,668
26a,2019-20,R5,West Midlands,RJC,South Warwickshire NHS Foundation Trust,Warwick Hospital,%,Clinical_Indication_All_Ages,27.5449101796407000000
26a,2019-20,R5,West Midlands,RJC,South Warwickshire NHS Foundation Trust,Warwick Hospital,Number,Mod_sev_dys_number_cases_All_Ages,115
26a,2019-20,R5,West Midlands,RJC,South Warwickshire NHS Foundation Trust,Warwick Hospital,%,Mod_sev_dys_<4wks_wait_All_Ages,100.0000000000000000000
26a,2019-20,R5,West Midlands,RJC,South Warwickshire NHS Foundation Trust,Warwick Hospital,Number,Sev_Inv_dys_number_cases_All_Ages,2
26a,2019-20,R5,West Midlands,RJC,South Warwickshire NHS Foundation Trust,Warwick Hospital,%,Sev_inv_dys_<2wks_wait_All_Ages,100.0000000000000000000
26a,2019-20,R5,West Midlands,RJC,South Warwickshire NHS Foundation Trust,Warwick Hospital,Number,Gland_neo_number_cases_All_Ages,6
26a,2019-20,R5,West Midlands,RJC,South Warwickshire NHS Foundation Trust,Warwick Hospital,%,Gland_neo_<2wks_wait_All_Ages,100.0000000000000000000
26a,2019-20,R5,West Midlands,RJC,South Warwickshire NHS Foundation Trust,Warwick Hospital,Number,Appointments_Colposcopy_All_Ages,1348
26a,2019-20,R5,West Midlands,RJC,South Warwickshire NHS Foundation Trust,Warwick Hospital,%,Attended_Colposcopy_All_Ages,67.1364985163205000000
26a,2019-20,R5,West Midlands,RJC,South Warwickshire NHS Foundation Trust,Warwick Hospital,%,DNA_Colposcopy_All_Ages,5.8605341246290800000
26a,2019-20,R5,West Midlands,RJE,University Hospitals of North Midlands NHS Trust,"County Hospital, Stafford",Number,Total_referrals_All_Ages,612
26a,2019-20,R5,West Midlands,RJE,University Hospitals of North Midlands NHS Trust,"County Hospital, Stafford",%,Clinical_Indication_All_Ages,2.7777777777777800000
26a,2019-20,R5,West Midlands,RJE,University Hospitals of North Midlands NHS Trust,"County Hospital, Stafford",Number,Mod_sev_dys_number_cases_All_Ages,153
26a,2019-20,R5,West Midlands,RJE,University Hospitals of North Midlands NHS Trust,"County Hospital, Stafford",%,Mod_sev_dys_<4wks_wait_All_Ages,100.0000000000000000000
26a,2019-20,R5,West Midlands,RJE,University Hospitals of North Midlands NHS Trust,"County Hospital, Stafford",Number,Sev_Inv_dys_number_cases_All_Ages,0
26a,2019-20,R5,West Midlands,RJE,University Hospitals of North Midlands NHS Trust,"County Hospital, Stafford",%,Sev_inv_dys_<2wks_wait_All_Ages,-2.0000000000000000000
26a,2019-20,R5,West Midlands,RJE,University Hospitals of North Midlands NHS Trust,"County Hospital, Stafford",Number,Gland_neo_number_cases_All_Ages,0
26a,2019-20,R5,West Midlands,RJE,University Hospitals of North Midlands NHS Trust,"County Hospital, Stafford",%,Gland_neo_<2wks_wait_All_Ages,-2.0000000000000000000
26a,2019-20,R5,West Midlands,RJE,University Hospitals of North Midlands NHS Trust,"County Hospital, Stafford",Number,Appointments_Colposcopy_All_Ages,1267
26a,2019-20,R5,West Midlands,RJE,University Hospitals of North Midlands NHS Trust,"County Hospital, Stafford",%,Attended_Colposcopy_All_Ages,69.2186266771902000000
26a,2019-20,R5,West Midlands,RJE,University Hospitals of North Midlands NHS Trust,"County Hospital, Stafford",%,DNA_Colposcopy_All_Ages,4.4988161010260500000
26a,2019-20,R5,West Midlands,RJE,University Hospitals of North Midlands NHS Trust,Royal Stoke University Hospital,Number,Total_referrals_All_Ages,1308
26a,2019-20,R5,West Midlands,RJE,University Hospitals of North Midlands NHS Trust,Royal Stoke University Hospital,%,Clinical_Indication_All_Ages,4.2813455657492400000
26a,2019-20,R5,West Midlands,RJE,University Hospitals of North Midlands NHS Trust,Royal Stoke University Hospital,Number,Mod_sev_dys_number_cases_All_Ages,255
26a,2019-20,R5,West Midlands,RJE,University Hospitals of North Midlands NHS Trust,Royal Stoke University Hospital,%,Mod_sev_dys_<4wks_wait_All_Ages,100.0000000000000000000
26a,2019-20,R5,West Midlands,RJE,University Hospitals of North Midlands NHS Trust,Royal Stoke University Hospital,Number,Sev_Inv_dys_number_cases_All_Ages,10
26a,2019-20,R5,West Midlands,RJE,University Hospitals of North Midlands NHS Trust,Royal Stoke University Hospital,%,Sev_inv_dys_<2wks_wait_All_Ages,100.0000000000000000000
26a,2019-20,R5,West Midlands,RJE,University Hospitals of North Midlands NHS Trust,Royal Stoke University Hospital,Number,Gland_neo_number_cases_All_Ages,10
26a,2019-20,R5,West Midlands,RJE,University Hospitals of North Midlands NHS Trust,Royal Stoke University Hospital,%,Gland_neo_<2wks_wait_All_Ages,100.0000000000000000000
26a,2019-20,R5,West Midlands,RJE,University Hospitals of North Midlands NHS Trust,Royal Stoke University Hospital,Number,Appointments_Colposcopy_All_Ages,2994
26a,2019-20,R5,West Midlands,RJE,University Hospitals of North Midlands NHS Trust,Royal Stoke University Hospital,%,Attended_Colposcopy_All_Ages,63.0928523714095000000
26a,2019-20,R5,West Midlands,RJE,University Hospitals of North Midlands NHS Trust,Royal Stoke University Hospital,%,DNA_Colposcopy_All_Ages,7.5484301937207700000
26a,2019-20,R5,West Midlands,RKB,University Hospitals Coventry and Warwickshire NHS Trust,"Hospital of St Cross, Rugby",Number,Total_referrals_All_Ages,54
26a,2019-20,R5,West Midlands,RKB,University Hospitals Coventry and Warwickshire NHS Trust,"Hospital of St Cross, Rugby",%,Clinical_Indication_All_Ages,11.1111111111111000000
26a,2019-20,R5,West Midlands,RKB,University Hospitals Coventry and Warwickshire NHS Trust,"Hospital of St Cross, Rugby",Number,Mod_sev_dys_number_cases_All_Ages,5
26a,2019-20,R5,West Midlands,RKB,University Hospitals Coventry and Warwickshire NHS Trust,"Hospital of St Cross, Rugby",%,Mod_sev_dys_<4wks_wait_All_Ages,100.0000000000000000000
26a,2019-20,R5,West Midlands,RKB,University Hospitals Coventry and Warwickshire NHS Trust,"Hospital of St Cross, Rugby",Number,Sev_Inv_dys_number_cases_All_Ages,0
26a,2019-20,R5,West Midlands,RKB,University Hospitals Coventry and Warwickshire NHS Trust,"Hospital of St Cross, Rugby",%,Sev_inv_dys_<2wks_wait_All_Ages,-2.0000000000000000000
26a,2019-20,R5,West Midlands,RKB,University Hospitals Coventry and Warwickshire NHS Trust,"Hospital of St Cross, Rugby",Number,Gland_neo_number_cases_All_Ages,0
26a,2019-20,R5,West Midlands,RKB,University Hospitals Coventry and Warwickshire NHS Trust,"Hospital of St Cross, Rugby",%,Gland_neo_<2wks_wait_All_Ages,-2.0000000000000000000
26a,2019-20,R5,West Midlands,RKB,University Hospitals Coventry and Warwickshire NHS Trust,"Hospital of St Cross, Rugby",Number,Appointments_Colposcopy_All_Ages,215
26a,2019-20,R5,West Midlands,RKB,University Hospitals Coventry and Warwickshire NHS Trust,"Hospital of St Cross, Rugby",%,Attended_Colposcopy_All_Ages,75.3488372093023000000
26a,2019-20,R5,West Midlands,RKB,University Hospitals Coventry and Warwickshire NHS Trust,"Hospital of St Cross, Rugby",%,DNA_Colposcopy_All_Ages,10.6976744186047000000
26a,2019-20,R5,West Midlands,RKB,University Hospitals Coventry and Warwickshire NHS Trust,"University Hospital, Coventry",Number,Total_referrals_All_Ages,1388
26a,2019-20,R5,West Midlands,RKB,University Hospitals Coventry and Warwickshire NHS Trust,"University Hospital, Coventry",%,Clinical_Indication_All_Ages,32.5648414985591000000
26a,2019-20,R5,West Midlands,RKB,University Hospitals Coventry and Warwickshire NHS Trust,"University Hospital, Coventry",Number,Mod_sev_dys_number_cases_All_Ages,214
26a,2019-20,R5,West Midlands,RKB,University Hospitals Coventry and Warwickshire NHS Trust,"University Hospital, Coventry",%,Mod_sev_dys_<4wks_wait_All_Ages,100.0000000000000000000
26a,2019-20,R5,West Midlands,RKB,University Hospitals Coventry and Warwickshire NHS Trust,"University Hospital, Coventry",Number,Sev_Inv_dys_number_cases_All_Ages,7
26a,2019-20,R5,West Midlands,RKB,University Hospitals Coventry and Warwickshire NHS Trust,"University Hospital, Coventry",%,Sev_inv_dys_<2wks_wait_All_Ages,100.0000000000000000000
26a,2019-20,R5,West Midlands,RKB,University Hospitals Coventry and Warwickshire NHS Trust,"University Hospital, Coventry",Number,Gland_neo_number_cases_All_Ages,10
26a,2019-20,R5,West Midlands,RKB,University Hospitals Coventry and Warwickshire NHS Trust,"University Hospital, Coventry",%,Gland_neo_<2wks_wait_All_Ages,100.0000000000000000000
26a,2019-20,R5,West Midlands,RKB,University Hospitals Coventry and Warwickshire NHS Trust,"University Hospital, Coventry",Number,Appointments_Colposcopy_All_Ages,2834
26a,2019-20,R5,West Midlands,RKB,University Hospitals Coventry and Warwickshire NHS Trust,"University Hospital, Coventry",%,Attended_Colposcopy_All_Ages,78.3697953422724000000
26a,2019-20,R5,West Midlands,RKB,University Hospitals Coventry and Warwickshire NHS Trust,"University Hospital, Coventry",%,DNA_Colposcopy_All_Ages,8.1863091037403000000
26a,2019-20,R5,West Midlands,RL4,The Royal Wolverhampton NHS Trust,New Cross Hospital,Number,Total_referrals_All_Ages,840
26a,2019-20,R5,West Midlands,RL4,The Royal Wolverhampton NHS Trust,New Cross Hospital,%,Clinical_Indication_All_Ages,32.0238095238095000000
26a,2019-20,R5,West Midlands,RL4,The Royal Wolverhampton NHS Trust,New Cross Hospital,Number,Mod_sev_dys_number_cases_All_Ages,143
26a,2019-20,R5,West Midlands,RL4,The Royal Wolverhampton NHS Trust,New Cross Hospital,%,Mod_sev_dys_<4wks_wait_All_Ages,100.0000000000000000000
26a,2019-20,R5,West Midlands,RL4,The Royal Wolverhampton NHS Trust,New Cross Hospital,Number,Sev_Inv_dys_number_cases_All_Ages,1
26a,2019-20,R5,West Midlands,RL4,The Royal Wolverhampton NHS Trust,New Cross Hospital,%,Sev_inv_dys_<2wks_wait_All_Ages,100.0000000000000000000
26a,2019-20,R5,West Midlands,RL4,The Royal Wolverhampton NHS Trust,New Cross Hospital,Number,Gland_neo_number_cases_All_Ages,7
26a,2019-20,R5,West Midlands,RL4,The Royal Wolverhampton NHS Trust,New Cross Hospital,%,Gland_neo_<2wks_wait_All_Ages,100.0000000000000000000
26a,2019-20,R5,West Midlands,RL4,The Royal Wolverhampton NHS Trust,New Cross Hospital,Number,Appointments_Colposcopy_All_Ages,1353
26a,2019-20,R5,West Midlands,RL4,The Royal Wolverhampton NHS Trust,New Cross Hospital,%,Attended_Colposcopy_All_Ages,79.8965262379896000000
26a,2019-20,R5,West Midlands,RL4,The Royal Wolverhampton NHS Trust,New Cross Hospital,%,DNA_Colposcopy_All_Ages,7.8344419807834400000
26a,2019-20,R5,West Midlands,RLQ,Wye Valley NHS Trust,Hereford County Hospital,Number,Total_referrals_All_Ages,528
26a,2019-20,R5,West Midlands,RLQ,Wye Valley NHS Trust,Hereford County Hospital,%,Clinical_Indication_All_Ages,39.5833333333333000000
26a,2019-20,R5,West Midlands,RLQ,Wye Valley NHS Trust,Hereford County Hospital,Number,Mod_sev_dys_number_cases_All_Ages,85
26a,2019-20,R5,West Midlands,RLQ,Wye Valley NHS Trust,Hereford County Hospital,%,Mod_sev_dys_<4wks_wait_All_Ages,98.8235294117647000000
26a,2019-20,R5,West Midlands,RLQ,Wye Valley NHS Trust,Hereford County Hospital,Number,Sev_Inv_dys_number_cases_All_Ages,0
26a,2019-20,R5,West Midlands,RLQ,Wye Valley NHS Trust,Hereford County Hospital,%,Sev_inv_dys_<2wks_wait_All_Ages,-2.0000000000000000000
26a,2019-20,R5,West Midlands,RLQ,Wye Valley NHS Trust,Hereford County Hospital,Number,Gland_neo_number_cases_All_Ages,0
26a,2019-20,R5,West Midlands,RLQ,Wye Valley NHS Trust,Hereford County Hospital,%,Gland_neo_<2wks_wait_All_Ages,-2.0000000000000000000
26a,2019-20,R5,West Midlands,RLQ,Wye Valley NHS Trust,Hereford County Hospital,Number,Appointments_Colposcopy_All_Ages,1117
26a,2019-20,R5,West Midlands,RLQ,Wye Valley NHS Trust,Hereford County Hospital,%,Attended_Colposcopy_All_Ages,73.1423455684870000000
26a,2019-20,R5,West Midlands,RLQ,Wye Valley NHS Trust,Hereford County Hospital,%,DNA_Colposcopy_All_Ages,6.8039391226499500000
26a,2019-20,R5,West Midlands,RLT,George Eliot Hospital NHS Trust,George Eliot Hospital,Number,Total_referrals_All_Ages,695
26a,2019-20,R5,West Midlands,RLT,George Eliot Hospital NHS Trust,George Eliot Hospital,%,Clinical_Indication_All_Ages,56.9784172661871000000
26a,2019-20,R5,West Midlands,RLT,George Eliot Hospital NHS Trust,George Eliot Hospital,Number,Mod_sev_dys_number_cases_All_Ages,89
26a,2019-20,R5,West Midlands,RLT,George Eliot Hospital NHS Trust,George Eliot Hospital,%,Mod_sev_dys_<4wks_wait_All_Ages,100.0000000000000000000
26a,2019-20,R5,West Midlands,RLT,George Eliot Hospital NHS Trust,George Eliot Hospital,Number,Sev_Inv_dys_number_cases_All_Ages,3
26a,2019-20,R5,West Midlands,RLT,George Eliot Hospital NHS Trust,George Eliot Hospital,%,Sev_inv_dys_<2wks_wait_All_Ages,100.0000000000000000000
26a,2019-20,R5,West Midlands,RLT,George Eliot Hospital NHS Trust,George Eliot Hospital,Number,Gland_neo_number_cases_All_Ages,7
26a,2019-20,R5,West Midlands,RLT,George Eliot Hospital NHS Trust,George Eliot Hospital,%,Gland_neo_<2wks_wait_All_Ages,100.0000000000000000000
26a,2019-20,R5,West Midlands,RLT,George Eliot Hospital NHS Trust,George Eliot Hospital,Number,Appointments_Colposcopy_All_Ages,1141
26a,2019-20,R5,West Midlands,RLT,George Eliot Hospital NHS Trust,George Eliot Hospital,%,Attended_Colposcopy_All_Ages,75.1095530236635000000
26a,2019-20,R5,West Midlands,RLT,George Eliot Hospital NHS Trust,George Eliot Hospital,%,DNA_Colposcopy_All_Ages,8.5013146362839600000
26a,2019-20,R5,West Midlands,RNA,The Dudley Group NHS Foundation Trust,Russells Hall Hospital,Number,Total_referrals_All_Ages,903
26a,2019-20,R5,West Midlands,RNA,The Dudley Group NHS Foundation Trust,Russells Hall Hospital,%,Clinical_Indication_All_Ages,33.7763012181617000000
